"publication","year","total.locations","geocode.value","count","relative.percentage","location_rank"
"Bob Damron's Address Book",1965,785,"Akron, OH",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Albany, NY",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Albuquerque, NM",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Alhambra, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Allentown, PA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Amarillo, TX",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Ann Arbor, MI",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Annapolis, MD",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Arcadia, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Asbury Park, NJ",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Atlanta, GA",6,0.764331210191083,12
"Bob Damron's Address Book",1965,785,"Atlantic City, NJ",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Augusta, GA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Austin, TX",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Bakersfield, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Baltimore, MD",9,1.14649681528662,9
"Bob Damron's Address Book",1965,785,"Baton Rouge, LA",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Battle Creek, MI",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Bayville, NY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Beaumont, TX",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Bellmore, NY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Belmar, NJ",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Billings, MT",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Biloxi, MS",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Birmingham, AL",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Boise, ID",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Boston, MA",12,1.52866242038217,7
"Bob Damron's Address Book",1965,785,"Bryte, CA",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Buffalo, NY",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Burlington, VT",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Butte, MT",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Calumet City, IL",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Cambridge, MA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Canton, OH",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Cathedral City, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Cedar Rapids, IA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Chapel Hill, NC",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Charleston, SC",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Charlestown, WV",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Charlotte, NC",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Chattanooga, TN",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Cheyenne, WY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Chicago, IL",28,3.56687898089172,3
"Bob Damron's Address Book",1965,785,"Cincinnati, OH",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Clearwater, FL",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Cleveland, OH",7,0.89171974522293,11
"Bob Damron's Address Book",1965,785,"Colorado Springs, CO",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Columbia, SC",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Columbus, GA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Columbus, OH",6,0.764331210191083,12
"Bob Damron's Address Book",1965,785,"Corpus Christi, TX",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Covington, KY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Culver City, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Dallas, TX",6,0.764331210191083,12
"Bob Damron's Address Book",1965,785,"Danville, IL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Dayton, OH",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Daytona Beach, FL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Denver, CO",10,1.27388535031847,8
"Bob Damron's Address Book",1965,785,"Des Moines, IA",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Detroit, MI",13,1.65605095541401,6
"Bob Damron's Address Book",1965,785,"Duarte, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Duluth, MN",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Durham, NC",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"East Hampton, NY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"El Monte, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"El Paso, TX",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Evansville, IN",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Fayetteville, NC",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Fire Island, NY",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Flint, MI",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Fresno, CA",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Ft. Lauderdale, FL",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Ft. Myers, FL",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Ft. Wayne, IN",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Galveston, TX",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Garden Grove, CA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Gary, IN",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Grand Rapids, MI",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Great Falls, MT",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Green Bay, WI",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Harrisburg, PA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Hartford, CT",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Hattiesburg, MS",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Hempstead, NY",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Hermosa Beach, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Honolulu, HI",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Houston, TX",13,1.65605095541401,6
"Bob Damron's Address Book",1965,785,"Huntington Park, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Indianapolis, IN",9,1.14649681528662,9
"Bob Damron's Address Book",1965,785,"Inglewood, CA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Iowa City, IA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Jackson, MS",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Jackson, TN",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Jackson, WY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Jacksonville Beach, FL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Jacksonville, FL",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Jamestown, NY",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Jersey City, NJ",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Joliet, IL",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Joplin, MO",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Kailua, HI",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Kalamazoo, MI",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Kaneohe, HI",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Kansas City, MO",9,1.14649681528662,9
"Bob Damron's Address Book",1965,785,"Kew Gardens, NY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Knoxville, TN",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"La Jolla, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Laguna Beach, CA",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Lancaster, PA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Lansing, MI",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Las Vegas, NV",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Lexington, KY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Lincoln, NE",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Little Rock, AR",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Long Beach, CA",8,1.01910828025478,10
"Bob Damron's Address Book",1965,785,"Los Angeles, CA",54,6.87898089171975,1
"Bob Damron's Address Book",1965,785,"Louisville, KY",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Macon, GA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Madison, WI",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Manhattan, NY",27,3.43949044585987,4
"Bob Damron's Address Book",1965,785,"Memphis, TN",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Mendocino, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Miami Beach, FL",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Miami, FL",13,1.65605095541401,6
"Bob Damron's Address Book",1965,785,"Mill Valley, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Milwaukee, WI",13,1.65605095541401,6
"Bob Damron's Address Book",1965,785,"Minneapolis, MN",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Mission Beach, CA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Mobile, AL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Monmouth, IL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Monterey, CA",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Montgomery, AL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Muncie, IN",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Nashville, TN",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"New Haven, CT",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"New Hope, PA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"New London, CT",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"New Orleans, LA",9,1.14649681528662,9
"Bob Damron's Address Book",1965,785,"Newark, NJ",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Newport, RI",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Niagara Falls, NY",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Norfolk, VA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"North Beach, MD",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"North Hollywood, CA",6,0.764331210191083,12
"Bob Damron's Address Book",1965,785,"Oakland, CA",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Oklahoma City, OK",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Omaha, NE",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Pacific Grove, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Palm Beach, FL",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Palm Springs, CA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Palo Alto, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Paterson, NJ",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Pensacola, FL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Peoria, IL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Philadelphia, PA",13,1.65605095541401,6
"Bob Damron's Address Book",1965,785,"Phoenix, AZ",6,0.764331210191083,12
"Bob Damron's Address Book",1965,785,"Pittsburgh, PA",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Portland, ME",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Portland, OR",10,1.27388535031847,8
"Bob Damron's Address Book",1965,785,"Poughkeepsie, NY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Princeton, NJ",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Providence, RI",6,0.764331210191083,12
"Bob Damron's Address Book",1965,785,"Provincetown, MA",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Pueblo, CO",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Raleigh, NC",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Rancho Mirage, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Reading, PA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Redwood City, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Reno, NV",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Richmond, VA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Roanoke, VA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Rochester, NY",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Rock Island, IL",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Rockford, IL",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Roswell, NM",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Russian River, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Sacramento, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Saginaw, MI",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Salt Lake City, UT",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"San Antonio, TX",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"San Bernardino, CA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"San Diego, CA",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"San Francisco, CA",52,6.62420382165605,2
"Bob Damron's Address Book",1965,785,"San Jose, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"San Rafael, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Santa Barbara, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Santa Clara, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Santa Cruz, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Santa Fe, NM",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Santa Monica, CA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Santa Rosa, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Sarasota, FL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Saugatuck, MI",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Sausalito, CA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Savannah, GA",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Seattle, WA",12,1.52866242038217,7
"Bob Damron's Address Book",1965,785,"Sherman Oaks, CA",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Shreveport, LA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"South Bend, IN",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Spokane, WA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Springfield, IL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"St. Joseph, MO",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"St. Louis, MO",10,1.27388535031847,8
"Bob Damron's Address Book",1965,785,"St. Petersburg, FL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Stockton, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Studio City, CA",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Syracuse, NY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Tallahassee, FL",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Tampa, FL",4,0.509554140127389,14
"Bob Damron's Address Book",1965,785,"Tarzana, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Terre Haute, IN",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Toledo, OH",3,0.382165605095541,15
"Bob Damron's Address Book",1965,785,"Topanga Canyon, CA",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Topeka, KS",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Tucson, AZ",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Tulsa, OK",5,0.636942675159236,13
"Bob Damron's Address Book",1965,785,"Utica, NY",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Venice, CA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Virginia Beach, VA",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Waikiki, HI",9,1.14649681528662,9
"Bob Damron's Address Book",1965,785,"Warren, OH",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Washington, DC",14,1.78343949044586,5
"Bob Damron's Address Book",1965,785,"West Palm Beach, FL",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Westport, CT",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Wheeling, WV",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Wichita Falls, TX",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Wichita, KS",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Wilmington, DE",1,0.127388535031847,17
"Bob Damron's Address Book",1965,785,"Woonsocket, RI",2,0.254777070063694,16
"Bob Damron's Address Book",1965,785,"Youngstown, OH",2,0.254777070063694,16
"Bob Damron's Address Book",1966,867,"Akron, OH",4,0.461361014994233,15
"Bob Damron's Address Book",1966,867,"Albany, NY",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Albuquerque, NM",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Allentown, PA",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Amarillo, TX",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Anchorage, AK",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Ann Arbor, MI",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Annapolis, MD",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Asbury Park, NJ",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Atlanta, GA",5,0.576701268742791,14
"Bob Damron's Address Book",1966,867,"Atlantic City, NJ",4,0.461361014994233,15
"Bob Damron's Address Book",1966,867,"Augusta, GA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Austin, TX",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Bakersfield, CA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Baltimore, MD",13,1.49942329873126,7
"Bob Damron's Address Book",1966,867,"Baton Rouge, LA",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Battle Creek, MI",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Bayville, NY",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Bellmore, NY",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Belmar, NJ",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Billings, MT",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Biloxi, MS",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Birmingham, AL",5,0.576701268742791,14
"Bob Damron's Address Book",1966,867,"Boise, ID",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Boston, MA",15,1.73010380622837,5
"Bob Damron's Address Book",1966,867,"Bridgeport, CT",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Bryte, CA",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Buffalo, NY",6,0.69204152249135,13
"Bob Damron's Address Book",1966,867,"Burlington, VT",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Butte, MT",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Calumet City, IL",4,0.461361014994233,15
"Bob Damron's Address Book",1966,867,"Cambridge, MA",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Canton, OH",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Cathedral City, CA",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Cedar Rapids, IA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Champaign, IL",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Chapel Hill, NC",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Charleston, SC",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Charlestown, WV",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Charlotte, NC",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Chattanooga, TN",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Cheyenne, WY",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Chicago, IL",21,2.42214532871972,3
"Bob Damron's Address Book",1966,867,"Cincinnati, OH",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Clearwater, FL",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Cleveland, OH",9,1.03806228373702,10
"Bob Damron's Address Book",1966,867,"Colorado Springs, CO",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Columbia, SC",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Columbus, GA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Columbus, OH",7,0.807381776239908,12
"Bob Damron's Address Book",1966,867,"Compton, CA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Congers, NY",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Conroe, TX",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Coos Bay, OR",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Corpus Christi, TX",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Covington, KY",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Dallas, TX",7,0.807381776239908,12
"Bob Damron's Address Book",1966,867,"Dania, FL",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Danville, IL",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Dayton, OH",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Daytona Beach, FL",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Denver, CO",9,1.03806228373702,10
"Bob Damron's Address Book",1966,867,"Des Moines, IA",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Detroit, MI",14,1.61476355247982,6
"Bob Damron's Address Book",1966,867,"Duarte, CA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Duluth, MN",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Durham, NC",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"East Hampton, NY",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"East St Louis, IL",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"El Monte, CA",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"El Paso, TX",6,0.69204152249135,13
"Bob Damron's Address Book",1966,867,"Encino, CA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Evansville, IN",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Fayetteville, NC",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Fire Island, NY",5,0.576701268742791,14
"Bob Damron's Address Book",1966,867,"Flint, MI",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Fresno, CA",5,0.576701268742791,14
"Bob Damron's Address Book",1966,867,"Ft. Lauderdale, FL",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Ft. Myers, FL",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Ft. Wayne, IN",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Ft. Worth, TX",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Galveston, TX",4,0.461361014994233,15
"Bob Damron's Address Book",1966,867,"Garden Grove, CA",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Gary, IN",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Grand Rapids, MI",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Great Falls, MT",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Green Bay, WI",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Harrisburg, PA",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Hartford, CT",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Hattiesburg, MS",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Hempstead, NY",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Hermosa Beach, CA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Honolulu, HI",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Hot Springs, AR",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Houston, TX",15,1.73010380622837,5
"Bob Damron's Address Book",1966,867,"Huntington, WV",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Indianapolis, IN",9,1.03806228373702,10
"Bob Damron's Address Book",1966,867,"Inglewood, CA",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Iowa City, IA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Jackson, MS",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Jackson, TN",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Jackson, WY",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Jacksonville Beach, FL",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Jacksonville, FL",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Jamestown, NY",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Jersey City, NJ",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Joliet, IL",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Joplin, MO",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Kailua, HI",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Kalamazoo, MI",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"Kaneohe, HI",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Kansas City, MO",7,0.807381776239908,12
"Bob Damron's Address Book",1966,867,"Kew Gardens, NY",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Knoxville, TN",3,0.346020761245675,16
"Bob Damron's Address Book",1966,867,"La Jolla, CA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Lafayette, LA",1,0.115340253748558,18
"Bob Damron's Address Book",1966,867,"Laguna Beach, CA",4,0.461361014994233,15
"Bob Damron's Address Book",1966,867,"Lancaster, PA",2,0.230680507497116,17
"Bob Damron's Address Book",1966,867,"Lansing, MI",1,0.115340253748558,18
